test,stratum,chamber,label,group,congress,committee_n,n_D,n_R,n_I,chamber_n,committee_median,chamber_median,displacement,abs_displacement,ci_lo,ci_hi,outlier,p_value
within_party,R,Senate,Senate Rules & Administration,not_predicted,105,9,NA,NA,NA,55,0.356,0.381,-0.025000000000000022,0.025000000000000022,0.2866250000000003,0.466,FALSE,0.5402459754024598
within_party,D,Senate,Senate Rules & Administration,not_predicted,106,7,NA,NA,NA,46,-0.309,-0.302,-0.007000000000000006,0.007000000000000006,-0.36,-0.223,FALSE,0.7972202779722027
within_party,R,Senate,Senate Rules & Administration,not_predicted,106,9,NA,NA,NA,56,0.356,0.3735,-0.017500000000000016,0.017500000000000016,0.271,0.494,FALSE,0.7229277072292771
within_party,D,Senate,Senate Rules & Administration,not_predicted,107,10,NA,NA,NA,50,-0.314,-0.3085,-0.005500000000000005,0.005500000000000005,-0.356,-0.2435,FALSE,0.8534146585341466
within_party,R,Senate,Senate Rules & Administration,not_predicted,107,9,NA,NA,NA,50,0.356,0.3815,-0.025500000000000023,0.025500000000000023,0.28,0.505,FALSE,0.5397460253974603
within_party,D,Senate,Senate Rules & Administration,not_predicted,108,9,NA,NA,NA,48,-0.319,-0.309,-0.010000000000000009,0.010000000000000009,-0.36,-0.231,FALSE,0.7203279672032796
within_party,R,Senate,Senate Rules & Administration,not_predicted,108,10,NA,NA,NA,51,0.361,0.364,-0.0030000000000000027,0.0030000000000000027,0.2845,0.45099999999999996,FALSE,0.8633136686331366
within_party,D,Senate,Senate Rules & Administration,not_predicted,109,8,NA,NA,NA,45,-0.3235,-0.326,0.0025000000000000022,0.0025000000000000022,-0.365,-0.24,FALSE,0.94000599940006
within_party,R,Senate,Senate Rules & Administration,not_predicted,109,10,NA,NA,NA,55,0.35,0.381,-0.031000000000000028,0.031000000000000028,0.305475,0.45899999999999996,FALSE,0.406959304069593
within_party,D,Senate,Senate Rules & Administration,not_predicted,110,10,NA,NA,NA,50,-0.314,-0.3135,-5.000000000000004e-4,5.000000000000004e-4,-0.3535,-0.2365,FALSE,0.9842015798420158
within_party,R,Senate,Senate Rules & Administration,not_predicted,110,10,NA,NA,NA,51,0.35,0.395,-0.04500000000000004,0.04500000000000004,0.3175,0.4825,FALSE,0.2343765623437656
within_party,D,Senate,Senate Rules & Administration,not_predicted,111,11,NA,NA,NA,66,-0.319,-0.3165,-0.0025000000000000022,0.0025000000000000022,-0.36,-0.223,FALSE,1
within_party,R,Senate,Senate Rules & Administration,not_predicted,111,8,NA,NA,NA,44,0.379,0.3985,-0.019500000000000017,0.019500000000000017,0.3175,0.5,FALSE,0.5992400759924008
within_party,D,Senate,Senate Rules & Administration,not_predicted,112,10,NA,NA,NA,53,-0.329,-0.319,-0.010000000000000009,0.010000000000000009,-0.363,-0.22749999999999998,FALSE,0.8204179582041796
within_party,R,Senate,Senate Rules & Administration,not_predicted,112,8,NA,NA,NA,48,0.4,0.413,-0.012999999999999956,0.012999999999999956,0.3615,0.5425,FALSE,0.7061293870612939
within_party,D,Senate,Senate Rules & Administration,not_predicted,113,10,NA,NA,NA,57,-0.3085,-0.335,0.026500000000000024,0.026500000000000024,-0.39549999999999996,-0.23548750000000018,FALSE,0.42105789421057893
within_party,R,Senate,Senate Rules & Administration,not_predicted,113,8,NA,NA,NA,46,0.4075,0.4245,-0.017000000000000015,0.017000000000000015,0.3745,0.5505,FALSE,0.6821317868213179
within_party,I,Senate,Senate Rules & Administration,not_predicted,113,1,NA,NA,NA,2,-0.169,-0.35700000000000004,0.18800000000000003,0.18800000000000003,-0.545,-0.169,FALSE,0.49465053494650535
within_party,D,Senate,Senate Rules & Administration,not_predicted,114,7,NA,NA,NA,44,-0.339,-0.337,-0.0020000000000000018,0.0020000000000000018,-0.445,-0.217,FALSE,1
within_party,R,Senate,Senate Rules & Administration,not_predicted,114,10,NA,NA,NA,54,0.4,0.445,-0.044999999999999984,0.044999999999999984,0.382,0.5555000000000001,FALSE,0.32956704329567044
within_party,I,Senate,Senate Rules & Administration,not_predicted,114,1,NA,NA,NA,2,-0.169,-0.35700000000000004,0.18800000000000003,0.18800000000000003,-0.545,-0.169,FALSE,0.5018498150184981
within_party,D,Senate,Senate Rules & Administration,not_predicted,115,8,NA,NA,NA,48,-0.3425,-0.3395,-0.0030000000000000027,0.0030000000000000027,-0.422,-0.23149999999999998,FALSE,0.9147085291470853
within_party,R,Senate,Senate Rules & Administration,not_predicted,115,11,NA,NA,NA,55,0.402,0.461,-0.059,0.059,0.398,0.558,FALSE,0.2830716928307169
within_party,I,Senate,Senate Rules & Administration,not_predicted,115,1,NA,NA,NA,2,-0.169,-0.35700000000000004,0.18800000000000003,0.18800000000000003,-0.545,-0.169,FALSE,0.5084491550844915
within_party,D,Senate,Senate Rules & Administration,not_predicted,116,8,NA,NA,NA,46,-0.3425,-0.3395,-0.0030000000000000027,0.0030000000000000027,-0.42600000000000005,-0.2509875000000002,FALSE,0.9142085791420858
within_party,R,Senate,Senate Rules & Administration,not_predicted,116,10,NA,NA,NA,54,0.4075,0.4615,-0.05400000000000005,0.05400000000000005,0.4,0.587,FALSE,0.30426957304269575
within_party,I,Senate,Senate Rules & Administration,not_predicted,116,1,NA,NA,NA,2,-0.169,-0.35700000000000004,0.18800000000000003,0.18800000000000003,-0.545,-0.169,FALSE,0.49975002499750026
within_party,D,Senate,Senate Rules & Administration,not_predicted,117,8,NA,NA,NA,49,-0.3575,-0.343,-0.014499999999999957,0.014499999999999957,-0.435,-0.26449999999999996,FALSE,0.6461353864613538
within_party,R,Senate,Senate Rules & Administration,not_predicted,117,9,NA,NA,NA,51,0.446,0.505,-0.059,0.059,0.401,0.628,FALSE,0.42485751424857515
within_party,I,Senate,Senate Rules & Administration,not_predicted,117,1,NA,NA,NA,2,-0.169,-0.35700000000000004,0.18800000000000003,0.18800000000000003,-0.545,-0.169,FALSE,0.5071492850714928
within_party,D,House,House Agriculture,predicted,103,31,NA,NA,NA,262,-0.255,-0.3375,0.08250000000000002,0.08250000000000002,-0.416,-0.259,TRUE,0.0344965503449655
within_party,R,House,House Agriculture,predicted,103,22,NA,NA,NA,180,0.4135,0.377,0.03649999999999998,0.03649999999999998,0.308,0.438,FALSE,0.25477452254774524
within_party,D,House,House Agriculture,predicted,104,22,NA,NA,NA,208,-0.27749999999999997,-0.3805,0.10300000000000004,0.10300000000000004,-0.4475,-0.305,TRUE,0.0057994200579942
within_party,R,House,House Agriculture,predicted,104,28,NA,NA,NA,236,0.423,0.3845,0.03849999999999998,0.03849999999999998,0.327,0.4535,FALSE,0.2121787821217878
within_party,D,House,House Agriculture,predicted,105,23,NA,NA,NA,212,-0.266,-0.3835,0.1175,0.1175,-0.451,-0.32,TRUE,2.9997000299970003e-4
within_party,R,House,House Agriculture,predicted,105,27,NA,NA,NA,231,0.414,0.39,0.023999999999999966,0.023999999999999966,0.341,0.453,FALSE,0.37536246375362464
within_party,D,House,House Agriculture,predicted,106,25,NA,NA,NA,213,-0.238,-0.384,0.14600000000000002,0.14600000000000002,-0.438,-0.321,TRUE,9.999000099990002e-5
within_party,R,House,House Agriculture,predicted,106,27,NA,NA,NA,225,0.413,0.391,0.021999999999999964,0.021999999999999964,0.34,0.453,FALSE,0.4500549945005499
within_party,D,House,House Agriculture,predicted,107,24,NA,NA,NA,214,-0.2355,-0.3845,0.14900000000000002,0.14900000000000002,-0.442,-0.3265,TRUE,9.999000099990002e-5
within_party,R,House,House Agriculture,predicted,107,28,NA,NA,NA,228,0.414,0.4025,0.011499999999999955,0.011499999999999955,0.34550000000000003,0.4595,FALSE,0.6775322467753224
within_party,D,House,House Agriculture,predicted,108,25,NA,NA,NA,208,-0.233,-0.3825,0.1495,0.1495,-0.43102499999999994,-0.33,TRUE,9.999000099990002e-5
within_party,R,House,House Agriculture,predicted,108,28,NA,NA,NA,231,0.414,0.403,0.010999999999999954,0.010999999999999954,0.34550000000000003,0.47152499999999964,FALSE,0.7202279772022798
within_party,D,House,House Agriculture,predicted,109,22,NA,NA,NA,203,-0.2325,-0.392,0.1595,0.1595,-0.4485125,-0.3345,TRUE,9.999000099990002e-5
within_party,R,House,House Agriculture,predicted,109,26,NA,NA,NA,235,0.4315,0.409,0.02250000000000002,0.02250000000000002,0.347,0.484,FALSE,0.43545645435456454
within_party,D,House,House Agriculture,predicted,110,26,NA,NA,NA,243,-0.202,-0.379,0.177,0.177,-0.4295,-0.3145,TRUE,9.999000099990002e-5
within_party,R,House,House Agriculture,predicted,110,22,NA,NA,NA,206,0.451,0.426,0.025000000000000022,0.025000000000000022,0.3565,0.511,FALSE,0.47205279472052797
within_party,D,House,House Agriculture,predicted,111,30,NA,NA,NA,265,-0.1845,-0.349,0.16449999999999998,0.16449999999999998,-0.4115,-0.295,TRUE,9.999000099990002e-5
within_party,R,House,House Agriculture,predicted,111,19,NA,NA,NA,183,0.467,0.447,0.020000000000000018,0.020000000000000018,0.374,0.529,FALSE,0.6808319168083191
within_party,D,House,House Agriculture,predicted,112,20,NA,NA,NA,200,-0.2685,-0.399,0.1305,0.1305,-0.4555,-0.3384875000000002,TRUE,9.999000099990002e-5
within_party,R,House,House Agriculture,predicted,112,27,NA,NA,NA,245,0.478,0.467,0.010999999999999954,0.010999999999999954,0.386975,0.538,FALSE,0.8704129587041296
within_party,D,House,House Agriculture,predicted,113,22,NA,NA,NA,204,-0.2855,-0.394,0.10850000000000004,0.10850000000000004,-0.4365,-0.3345,TRUE,2.9997000299970003e-4
within_party,R,House,House Agriculture,predicted,113,27,NA,NA,NA,240,0.484,0.49,-0.006000000000000005,0.006000000000000005,0.402,0.556,FALSE,0.8569143085691431
within_party,D,House,House Agriculture,predicted,114,18,NA,NA,NA,190,-0.2855,-0.396,0.11050000000000004,0.11050000000000004,-0.4435,-0.344,TRUE,2.9997000299970003e-4
within_party,R,House,House Agriculture,predicted,114,27,NA,NA,NA,251,0.484,0.49,-0.006000000000000005,0.006000000000000005,0.405,0.556,FALSE,0.8675132486751325
within_party,D,House,House Agriculture,predicted,115,19,NA,NA,NA,200,-0.305,-0.393,0.08800000000000002,0.08800000000000002,-0.448,-0.33,TRUE,0.0030996900309969004
within_party,R,House,House Agriculture,predicted,115,24,NA,NA,NA,250,0.517,0.497,0.020000000000000018,0.020000000000000018,0.421975,0.562,FALSE,0.6437356264373563
within_party,D,House,House Agriculture,predicted,116,26,NA,NA,NA,240,-0.267,-0.3805,0.11349999999999999,0.11349999999999999,-0.4195,-0.325,TRUE,1.9998000199980003e-4
within_party,R,House,House Agriculture,predicted,116,23,NA,NA,NA,208,0.508,0.5045,0.0035000000000000586,0.0035000000000000586,0.436,0.577,FALSE,0.9818018198180182
within_party,D,House,House Agriculture,predicted,117,25,NA,NA,NA,232,-0.283,-0.3855,0.10250000000000004,0.10250000000000004,-0.427,-0.33,TRUE,3.9996000399960006e-4
within_party,R,House,House Agriculture,predicted,117,24,NA,NA,NA,223,0.508,0.498,0.010000000000000009,0.010000000000000009,0.435,0.571,FALSE,0.8411158884111589
within_party,D,House,House Armed Services,predicted,103,34,NA,NA,NA,262,-0.2295,-0.3375,0.10800000000000001,0.10800000000000001,-0.41000000000000003,-0.2635,TRUE,0.0020997900209979003
within_party,R,House,House Armed Services,predicted,103,22,NA,NA,NA,180,0.38749999999999996,0.377,0.010499999999999954,0.010499999999999954,0.30548749999999997,0.437,FALSE,0.6676332366763323
within_party,D,House,House Armed Services,predicted,104,24,NA,NA,NA,208,-0.2585,-0.3805,0.122,0.122,-0.444,-0.3079875000000002,TRUE,0.0012998700129987
within_party,R,House,House Armed Services,predicted,104,30,NA,NA,NA,236,0.415,0.3845,0.03049999999999997,0.03049999999999997,0.331,0.453,FALSE,0.30916908309169083
within_party,D,House,House Armed Services,predicted,105,28,NA,NA,NA,212,-0.28400000000000003,-0.3835,0.09949999999999998,0.09949999999999998,-0.441,-0.323,TRUE,7.999200079992001e-4
within_party,R,House,House Armed Services,predicted,105,33,NA,NA,NA,231,0.406,0.39,0.016000000000000014,0.016000000000000014,0.348,0.442,FALSE,0.45955404459554045
within_party,D,House,House Armed Services,predicted,106,27,NA,NA,NA,213,-0.308,-0.384,0.07600000000000001,0.07600000000000001,-0.438,-0.321,TRUE,0.0093990600939906
within_party,R,House,House Armed Services,predicted,106,33,NA,NA,NA,225,0.406,0.391,0.015000000000000013,0.015000000000000013,0.342,0.435,FALSE,0.5268473152684732
within_party,D,House,House Armed Services,predicted,107,28,NA,NA,NA,214,-0.319,-0.3845,0.0655,0.0655,-0.435,-0.332,TRUE,0.018098190180981903
within_party,R,House,House Armed Services,predicted,107,35,NA,NA,NA,228,0.423,0.4025,0.020499999999999963,0.020499999999999963,0.351,0.451,FALSE,0.44065593440655937
within_party,D,House,House Armed Services,predicted,108,30,NA,NA,NA,208,-0.3035,-0.3825,0.07900000000000001,0.07900000000000001,-0.4255,-0.3345,TRUE,0.0030996900309969004
within_party,R,House,House Armed Services,predicted,108,33,NA,NA,NA,231,0.414,0.403,0.010999999999999954,0.010999999999999954,0.351,0.47,FALSE,0.7250274972502749
within_party,D,House,House Armed Services,predicted,109,27,NA,NA,NA,203,-0.334,-0.392,0.057999999999999996,0.057999999999999996,-0.438,-0.342,TRUE,0.0273972602739726
within_party,R,House,House Armed Services,predicted,109,35,NA,NA,NA,235,0.402,0.409,-0.006999999999999951,0.006999999999999951,0.361,0.472,FALSE,0.8045195480451954
within_party,D,House,House Armed Services,predicted,110,35,NA,NA,NA,243,-0.308,-0.379,0.07100000000000001,0.07100000000000001,-0.421,-0.321,TRUE,0.008399160083991601
within_party,R,House,House Armed Services,predicted,110,31,NA,NA,NA,206,0.414,0.426,-0.01200000000000001,0.01200000000000001,0.367,0.497,FALSE,0.64003599640036
within_party,D,House,House Armed Services,predicted,111,40,NA,NA,NA,265,-0.2715,-0.349,0.07749999999999996,0.07749999999999996,-0.404,-0.3045,TRUE,0.0025997400259974
within_party,R,House,House Armed Services,predicted,111,26,NA,NA,NA,183,0.474,0.447,0.02699999999999997,0.02699999999999997,0.385,0.519,FALSE,0.4791520847915208
within_party,D,House,House Armed Services,predicted,112,29,NA,NA,NA,200,-0.333,-0.399,0.066,0.066,-0.44,-0.343,TRUE,0.0096990300969903
within_party,R,House,House Armed Services,predicted,112,35,NA,NA,NA,245,0.451,0.467,-0.016000000000000014,0.016000000000000014,0.398,0.529,FALSE,0.7384261573842615
within_party,D,House,House Armed Services,predicted,113,29,NA,NA,NA,204,-0.316,-0.394,0.07800000000000001,0.07800000000000001,-0.431,-0.341,TRUE,0.006899310068993101
within_party,R,House,House Armed Services,predicted,113,35,NA,NA,NA,240,0.483,0.49,-0.007000000000000006,0.007000000000000006,0.41,0.542,FALSE,0.791020897910209
within_party,D,House,House Armed Services,predicted,114,26,NA,NA,NA,190,-0.34450000000000003,-0.396,0.05149999999999999,0.05149999999999999,-0.4325,-0.3565,TRUE,0.0150984901509849
within_party,R,House,House Armed Services,predicted,114,37,NA,NA,NA,251,0.478,0.49,-0.01200000000000001,0.01200000000000001,0.425,0.542,FALSE,0.7125287471252875
within_party,D,House,House Armed Services,predicted,115,31,NA,NA,NA,200,-0.328,-0.393,0.065,0.065,-0.426,-0.344,TRUE,0.005099490050994901
within_party,R,House,House Armed Services,predicted,115,36,NA,NA,NA,250,0.5085,0.497,0.011499999999999955,0.011499999999999955,0.4355,0.5485,FALSE,0.7372262773722628
within_party,D,House,House Armed Services,predicted,116,32,NA,NA,NA,240,-0.3305,-0.3805,0.04999999999999999,0.04999999999999999,-0.4145,-0.3315,TRUE,0.028197180281971802
within_party,R,House,House Armed Services,predicted,116,26,NA,NA,NA,208,0.5015000000000001,0.5045,-0.0029999999999998916,0.0029999999999998916,0.441,0.5665,FALSE,0.9393060693930607
within_party,D,House,House Armed Services,predicted,117,30,NA,NA,NA,232,-0.33999999999999997,-0.3855,0.04550000000000004,0.04550000000000004,-0.421,-0.3365,FALSE,0.04329567043295671
within_party,R,House,House Armed Services,predicted,117,27,NA,NA,NA,223,0.538,0.498,0.040000000000000036,0.040000000000000036,0.436,0.565,FALSE,0.30456954304569545
within_party,D,House,House Natural Resources,predicted,103,26,NA,NA,NA,262,-0.3185,-0.3375,0.019000000000000017,0.019000000000000017,-0.4175,-0.2584875000000002,FALSE,0.6721327867213278
within_party,R,House,House Natural Resources,predicted,103,15,NA,NA,NA,180,0.441,0.377,0.064,0.064,0.276,0.4640249999999997,FALSE,0.1217878212178782
within_party,D,House,House Natural Resources,predicted,104,20,NA,NA,NA,208,-0.40549999999999997,-0.3805,-0.024999999999999967,0.024999999999999967,-0.44952499999999995,-0.2995,FALSE,0.5407459254074592
within_party,R,House,House Natural Resources,predicted,104,27,NA,NA,NA,236,0.461,0.3845,0.07650000000000001,0.07650000000000001,0.326,0.461,FALSE,0.0321967803219678
within_party,D,House,House Natural Resources,predicted,105,22,NA,NA,NA,212,-0.4025,-0.3835,-0.019000000000000017,0.019000000000000017,-0.449,-0.3185,FALSE,0.5756424357564244
within_party,R,House,House Natural Resources,predicted,105,27,NA,NA,NA,231,0.484,0.39,0.09399999999999997,0.09399999999999997,0.341,0.458,TRUE,0.006899310068993101
within_party,D,House,House Natural Resources,predicted,106,21,NA,NA,NA,213,-0.402,-0.384,-0.018000000000000016,0.018000000000000016,-0.45,-0.317,FALSE,0.5842415758424158
within_party,R,House,House Natural Resources,predicted,106,28,NA,NA,NA,225,0.448,0.391,0.056999999999999995,0.056999999999999995,0.3415,0.448,FALSE,0.037396260373962605
within_party,D,House,House Natural Resources,predicted,107,21,NA,NA,NA,214,-0.402,-0.3845,-0.017500000000000016,0.017500000000000016,-0.45,-0.321,FALSE,0.5787421257874212
within_party,R,House,House Natural Resources,predicted,107,31,NA,NA,NA,228,0.435,0.4025,0.03249999999999997,0.03249999999999997,0.348,0.456,FALSE,0.20997900209979
within_party,D,House,House Natural Resources,predicted,108,23,NA,NA,NA,208,-0.349,-0.3825,0.03350000000000003,0.03350000000000003,-0.438,-0.324,FALSE,0.25177482251774824
within_party,R,House,House Natural Resources,predicted,108,30,NA,NA,NA,231,0.4245,0.403,0.021499999999999964,0.021499999999999964,0.34950000000000003,0.4705124999999999,FALSE,0.45995400459954006
within_party,D,House,House Natural Resources,predicted,109,19,NA,NA,NA,203,-0.353,-0.392,0.039000000000000035,0.039000000000000035,-0.453,-0.33,FALSE,0.23057694230576942
within_party,R,House,House Natural Resources,predicted,109,27,NA,NA,NA,235,0.436,0.409,0.027000000000000024,0.027000000000000024,0.348,0.487,FALSE,0.34306569343065696
within_party,D,House,House Natural Resources,predicted,110,24,NA,NA,NA,243,-0.3955,-0.379,-0.016500000000000015,0.016500000000000015,-0.4335,-0.3125,FALSE,0.5904409559044096
within_party,R,House,House Natural Resources,predicted,110,26,NA,NA,NA,206,0.45,0.426,0.02400000000000002,0.02400000000000002,0.36348749999999996,0.504,FALSE,0.43975602439756023
within_party,D,House,House Natural Resources,predicted,111,25,NA,NA,NA,265,-0.389,-0.349,-0.040000000000000036,0.040000000000000036,-0.417,-0.291,FALSE,0.30316968303169683
within_party,R,House,House Natural Resources,predicted,111,20,NA,NA,NA,183,0.523,0.447,0.07600000000000001,0.07600000000000001,0.3755,0.5265,FALSE,0.05269473052694731
within_party,D,House,House Natural Resources,predicted,112,17,NA,NA,NA,200,-0.402,-0.399,-0.0030000000000000027,0.0030000000000000027,-0.466,-0.333,FALSE,0.935006499350065
within_party,R,House,House Natural Resources,predicted,112,28,NA,NA,NA,245,0.5145,0.467,0.04749999999999993,0.04749999999999993,0.392,0.5345,FALSE,0.24917508249175083
within_party,D,House,House Natural Resources,predicted,113,18,NA,NA,NA,204,-0.399,-0.394,-0.0050000000000000044,0.0050000000000000044,-0.4430125,-0.326,FALSE,0.8335166483351665
within_party,R,House,House Natural Resources,predicted,113,29,NA,NA,NA,240,0.56,0.49,0.07000000000000006,0.07000000000000006,0.405,0.548,TRUE,0.06369363063693631
within_party,D,House,House Natural Resources,predicted,114,16,NA,NA,NA,190,-0.3915,-0.396,0.004500000000000004,0.004500000000000004,-0.4505,-0.3405,FALSE,0.8148185181481852
within_party,R,House,House Natural Resources,predicted,114,26,NA,NA,NA,251,0.5395000000000001,0.49,0.0495000000000001,0.0495000000000001,0.40449999999999997,0.5549999999999999,FALSE,0.1957804219578042
within_party,D,House,House Natural Resources,predicted,115,18,NA,NA,NA,200,-0.395,-0.393,-0.0020000000000000018,0.0020000000000000018,-0.4415,-0.3325,FALSE,0.9301069893010699
within_party,R,House,House Natural Resources,predicted,115,25,NA,NA,NA,250,0.472,0.497,-0.025000000000000022,0.025000000000000022,0.425,0.563,FALSE,0.6193380661933806
within_party,D,House,House Natural Resources,predicted,116,25,NA,NA,NA,240,-0.381,-0.3805,-5.000000000000004e-4,5.000000000000004e-4,-0.421,-0.325,FALSE,1
within_party,R,House,House Natural Resources,predicted,116,18,NA,NA,NA,208,0.5405,0.5045,0.03600000000000003,0.03600000000000003,0.4269875,0.585,FALSE,0.39716028397160286
within_party,D,House,House Natural Resources,predicted,117,24,NA,NA,NA,232,-0.40449999999999997,-0.3855,-0.01899999999999996,0.01899999999999996,-0.4265,-0.329,FALSE,0.415958404159584
within_party,R,House,House Natural Resources,predicted,117,19,NA,NA,NA,223,0.643,0.498,0.14500000000000002,0.14500000000000002,0.427,0.584,TRUE,0.0025997400259974
within_party,D,House,House Transportation & Infrastructure,predicted,103,38,NA,NA,NA,262,-0.2525,-0.3375,0.08500000000000002,0.08500000000000002,-0.406,-0.2695,TRUE,0.011898810118988102
within_party,R,House,House Transportation & Infrastructure,predicted,103,25,NA,NA,NA,180,0.379,0.377,0.0020000000000000018,0.0020000000000000018,0.316,0.435,FALSE,0.9516048395160484
within_party,D,House,House Transportation & Infrastructure,predicted,104,34,NA,NA,NA,208,-0.3185,-0.3805,0.062,0.062,-0.4335,-0.3185,FALSE,0.038696130386961305
within_party,R,House,House Transportation & Infrastructure,predicted,104,36,NA,NA,NA,236,0.3225,0.3845,-0.062,0.062,0.336,0.444,TRUE,0.027297270272972702
within_party,D,House,House Transportation & Infrastructure,predicted,105,34,NA,NA,NA,212,-0.3185,-0.3835,0.065,0.065,-0.43,-0.327,TRUE,0.016698330166983303
within_party,R,House,House Transportation & Infrastructure,predicted,105,42,NA,NA,NA,231,0.338,0.39,-0.05199999999999999,0.05199999999999999,0.35650000000000004,0.433,TRUE,0.015898410158984102
within_party,D,House,House Transportation & Infrastructure,predicted,106,33,NA,NA,NA,213,-0.317,-0.384,0.067,0.067,-0.427,-0.33,TRUE,0.0117988201179882
within_party,R,House,House Transportation & Infrastructure,predicted,106,43,NA,NA,NA,225,0.358,0.391,-0.03300000000000003,0.03300000000000003,0.357,0.431,FALSE,0.09199080091990801
within_party,D,House,House Transportation & Infrastructure,predicted,107,34,NA,NA,NA,214,-0.3375,-0.3845,0.046999999999999986,0.046999999999999986,-0.428,-0.3385,TRUE,0.0423957604239576
within_party,R,House,House Transportation & Infrastructure,predicted,107,46,NA,NA,NA,228,0.3545,0.4025,-0.04800000000000004,0.04800000000000004,0.3605,0.4405,TRUE,0.024297570242975703
within_party,D,House,House Transportation & Infrastructure,predicted,108,33,NA,NA,NA,208,-0.365,-0.3825,0.017500000000000016,0.017500000000000016,-0.425,-0.34,FALSE,0.45095490450954906
within_party,R,House,House Transportation & Infrastructure,predicted,108,41,NA,NA,NA,231,0.367,0.403,-0.03600000000000003,0.03600000000000003,0.36,0.456,FALSE,0.14658534146585342
within_party,D,House,House Transportation & Infrastructure,predicted,109,33,NA,NA,NA,203,-0.348,-0.392,0.04400000000000004,0.04400000000000004,-0.432,-0.345,FALSE,0.06309369063093691
within_party,R,House,House Transportation & Infrastructure,predicted,109,41,NA,NA,NA,235,0.374,0.409,-0.034999999999999976,0.034999999999999976,0.363,0.47,FALSE,0.15428457154284572
within_party,D,House,House Transportation & Infrastructure,predicted,110,43,NA,NA,NA,243,-0.338,-0.379,0.04099999999999998,0.04099999999999998,-0.414,-0.334,FALSE,0.0504949505049495
within_party,R,House,House Transportation & Infrastructure,predicted,110,36,NA,NA,NA,206,0.3765,0.426,-0.04949999999999999,0.04949999999999999,0.3765,0.4915,FALSE,0.08539146085391461
within_party,D,House,House Transportation & Infrastructure,predicted,111,46,NA,NA,NA,265,-0.3145,-0.349,0.034499999999999975,0.034499999999999975,-0.402,-0.307,FALSE,0.21647835216478353
within_party,R,House,House Transportation & Infrastructure,predicted,111,31,NA,NA,NA,183,0.379,0.447,-0.068,0.068,0.387,0.516,TRUE,0.0400959904009599
within_party,D,House,House Transportation & Infrastructure,predicted,112,25,NA,NA,NA,200,-0.365,-0.399,0.03400000000000003,0.03400000000000003,-0.448,-0.342,FALSE,0.1511848815118488
within_party,R,House,House Transportation & Infrastructure,predicted,112,35,NA,NA,NA,245,0.449,0.467,-0.018000000000000016,0.018000000000000016,0.398,0.529,FALSE,0.6374362563743625
within_party,D,House,House Transportation & Infrastructure,predicted,113,26,NA,NA,NA,204,-0.3805,-0.394,0.013500000000000012,0.013500000000000012,-0.432,-0.3385,FALSE,0.46795320467953205
within_party,R,House,House Transportation & Infrastructure,predicted,113,35,NA,NA,NA,240,0.484,0.49,-0.006000000000000005,0.006000000000000005,0.41,0.542,FALSE,0.8333166683331666
within_party,D,House,House Transportation & Infrastructure,predicted,114,24,NA,NA,NA,190,-0.393,-0.396,0.0030000000000000027,0.0030000000000000027,-0.435,-0.353,FALSE,0.8572142785721428
within_party,R,House,House Transportation & Infrastructure,predicted,114,35,NA,NA,NA,251,0.449,0.49,-0.04099999999999998,0.04099999999999998,0.424,0.542,FALSE,0.24927507249275072
within_party,D,House,House Transportation & Infrastructure,predicted,115,26,NA,NA,NA,200,-0.4295,-0.393,-0.03649999999999998,0.03649999999999998,-0.4285,-0.34299999999999997,TRUE,0.09209079092090791
within_party,R,House,House Transportation & Infrastructure,predicted,115,35,NA,NA,NA,250,0.484,0.497,-0.013000000000000012,0.013000000000000012,0.435,0.548,FALSE,0.6814318568143186
within_party,D,House,House Transportation & Infrastructure,predicted,116,36,NA,NA,NA,240,-0.355,-0.3805,0.025500000000000023,0.025500000000000023,-0.412,-0.334,FALSE,0.22407759224077592
within_party,R,House,House Transportation & Infrastructure,predicted,116,30,NA,NA,NA,208,0.4625,0.5045,-0.041999999999999926,0.041999999999999926,0.443,0.562,FALSE,0.198980101989801
within_party,D,House,House Transportation & Infrastructure,predicted,117,35,NA,NA,NA,232,-0.365,-0.3855,0.020500000000000018,0.020500000000000018,-0.417,-0.34,FALSE,0.29857014298570145
within_party,R,House,House Transportation & Infrastructure,predicted,117,29,NA,NA,NA,223,0.463,0.498,-0.034999999999999976,0.034999999999999976,0.437,0.565,FALSE,0.35176482351764826
within_party,D,Senate,Senate Agriculture,predicted,103,10,NA,NA,NA,57,-0.2995,-0.309,0.009500000000000008,0.009500000000000008,-0.3535,-0.236,FALSE,0.7212278772122788
within_party,R,Senate,Senate Agriculture,predicted,103,8,NA,NA,NA,45,0.382,0.346,0.03600000000000003,0.03600000000000003,0.216,0.448,FALSE,0.4861513848615138
within_party,D,Senate,Senate Agriculture,predicted,104,9,NA,NA,NA,48,-0.296,-0.3085,0.012500000000000011,0.012500000000000011,-0.357,-0.241,FALSE,0.6221377862213778
within_party,R,Senate,Senate Agriculture,predicted,104,11,NA,NA,NA,55,0.362,0.361,0.0010000000000000009,0.0010000000000000009,0.271,0.446,FALSE,0.9432056794320568
within_party,D,Senate,Senate Agriculture,predicted,105,8,NA,NA,NA,45,-0.273,-0.308,0.034999999999999976,0.034999999999999976,-0.35850000000000004,-0.254,FALSE,0.2545745425457454
within_party,R,Senate,Senate Agriculture,predicted,105,10,NA,NA,NA,55,0.40449999999999997,0.381,0.023499999999999965,0.023499999999999965,0.2905,0.47,FALSE,0.5394460553944606
